State_Name,District_Name,Block_Name,Panchayat_Name,Village_Name,Habitation_Name,Quality_Parameter,Year
ANDHRA PRADESH,EAST GODAVARI(04),PRATHIPADU(10),GOKAVARAM(04),VANTHADA(014 ),VANTHADA(0404410014010400),Salinity,01-04-20
ANDHRA PRADESH,EAST GODAVARI(04),PRATHIPADU(10),GOKAVARAM(04),PANDAVULAPALEM(022 ),PANDAVULAPALEM(0404410022010400),Fluoride,01-04-20
ANDHRA PRADESH,EAST GODAVARI(04),PRATHIPADU(10),GAJJANAPUDI(06),G. KOTHURU(023 ),G. KOTHURU(0404410023010600),Salinity,01-04-20
ANDHRA PRADESH,EAST GODAVARI(04),PRATHIPADU(10),GAJJANAPUDI(06),GAJJANAPUDI(029 ),GAJJANAPUDI(0404410029010600),Salinity,01-04-20
ANDHRA PRADESH,EAST GODAVARI(04),PRATHIPADU(10),CHINTALURU(10),CHINTALURU(028 ),CHINTALURU(0404410028011000),Salinity,01-04-20
ANDHRA PRADESH,EAST GODAVARI(04),PRATHIPADU(10),ELURU(16),P. JAGANNADHAPURAM(035 ),P. JAGANNADHAPURAM(0404410035011600),Fluoride,01-04-20
ANDHRA PRADESH,EAST GODAVARI(04),RAMPACHODAVARAM(13),MANIWADA(08),REDAKONDA(020 ),REDAKONDA(0403813020010800),Salinity,01-04-20
ANDHRA PRADESH,EAST GODAVARI(04),DEVIPATNAM(14),CHOPPAKONDA(08),NEREDUVALASA(028 ),NEREDUVALASA(0403814028010800),Fluoride,01-04-20
ANDHRA PRADESH,EAST GODAVARI(04),KADIAM(31),KADIAPUSAVARAM(03),KADIAM(002 ),KADIYAPU SAVARAM(0404131002010300),Salinity,01-04-20
ANDHRA PRADESH,EAST GODAVARI(04),KADIAM(31),KADIAPULANKA(04),KADIAM(002 ),KADIAPULANKA(0404131002010400),Salinity,01-04-20
ANDHRA PRADESH,EAST GODAVARI(04),KADIAM(31),DHAMIREDDY PALLE(07),DHAMIREDDY PALLE(004 ),DHAMIREDDY PALLE(0404131004010700),Salinity,01-04-20
ANDHRA PRADESH,EAST GODAVARI(04),KADIAM(31),VEERAVARAM(08),VEERAVARAM(005 ),VEERAVARAM(0404131005010800),Salinity,01-04-20
ANDHRA PRADESH,EAST GODAVARI(04),KADIAM(31),MURAMUNDA(10),MURAMUNDA(006 ),MURAMUNDA(0404131006011000),Salinity,01-04-20
ANDHRA PRADESH,EAST GODAVARI(04),RAMACHANDRAPURAM(39),ODURU(05),ODURU(005 ),JUVVIPADU(0405139005020500),Salinity,01-04-20
ANDHRA PRADESH,WEST GODAVARI(05),ACHANTA(41),KANDARAVALLI(06),KANDARAVALLI(005 ),KANDARAVALLI(0506141005010600),Salinity,01-04-20
ANDHRA PRADESH,WEST GODAVARI(05),BUTTAIGUDEM(02),BUTTAIGUDEM(10),BUTTAIGUDEM(025 ),VEERANNAPALEM(0507302025071000),Salinity,01-04-20
ANDHRA PRADESH,WEST GODAVARI(05),CHINTALAPUDI(09),VENKATADRIGUDEM(08),VENKATDRI GUDEM(017 ),GOLLAGUDEM(0507409017020800),Salinity,01-04-20
ANDHRA PRADESH,WEST GODAVARI(05),J.R.GUDEM(07),A.POLAVARAM(07),A.POLAVARAM(009 ),CHINNAVARIGUDEM(0507307009020700),Salinity,01-04-20
ANDHRA PRADESH,WEST GODAVARI(05),IRAGAVARAM(31),ARJUNUDUPALEM(10),IRAGAVARAM(010 ),ARJUNUDUPALEM(0506431010091000),Salinity,01-04-20
ANDHRA PRADESH,WEST GODAVARI(05),ELAMANCHILI(44),ELAMANCHILI(26),ELAMANCHILI(012 ),KALAVAVODDU KAPULAPALEM(0505944012162600),Salinity,01-04-20
ANDHRA PRADESH,WEST GODAVARI(05),ELAMANCHILI(44),CHINCHINADA(29),CHINCHINADA(013 ),MUDUNURUVARIGARUVU(0505944013032900),Salinity,01-04-20
ANDHRA PRADESH,WEST GODAVARI(05),PENUGONDA(40),SIDHANTAM(03),SIDHANTAM(003 ),GHATALADIBBA(0506440003030300),Salinity,01-04-20
ANDHRA PRADESH,WEST GODAVARI(05),PENUGONDA(40),MULAPARRU(12),MULAPARRU(012 ),MADDIGUNTACHERUVU(0506140012051200),Salinity,01-04-20
ANDHRA PRADESH,WEST GODAVARI(05),PENUGONDA(40),CHINAMALLAM(14),CHINAMALLAM(014 ),TALLAPALEM(0506140014061400),Salinity,01-04-20
ANDHRA PRADESH,WEST GODAVARI(05),PENUMANTRA(39),VELGALAVARIPALEM(05),PENUMANTRA(005 ),VELAGALAVARIPALEM(0506639005060500),Salinity,01-04-20
ANDHRA PRADESH,WEST GODAVARI(05),PENUMANTRA(39),BATLAMAGATURU(09),BATLAMAGATURU(008 ),BATLAMAGATURU(0506639008010900),Salinity,01-04-20
ANDHRA PRADESH,WEST GODAVARI(05),PENUMANTRA(39),GARUVUPALEM(18),PENUMANTRA(005 ),GARUVUPALEM(0506639005021800),Salinity,01-04-20
ANDHRA PRADESH,WEST GODAVARI(05),POLAVARAM(03),CHEGONDAPALLI(05),CHEGONAPALLI(013 ),CHEGONDAPALLI(0507303013010500),Salinity,01-04-20
ANDHRA PRADESH,WEST GODAVARI(05),PEDAVEGI(21),NADUPALLI(18),NADUPALLI(016 ),NADUPALLI(0506921016011800),Salinity,01-04-20
ANDHRA PRADESH,WEST GODAVARI(05),TANUKU(28),YERRAI CHERUVU(09),VELPURU(010 ),YERRAI CHERUVU(0506528010030900),Salinity,01-04-20
ANDHRA PRADESH,WEST GODAVARI(05),PEDAPADU(22),SAKALA KOTHAPALLI(21),SAKALA KOTHAPALLI(025 ),KADIMIKUNTA(0506922025022100),Salinity,01-04-20
ANDHRA PRADESH,WEST GODAVARI(05),PODURU(42),GUMMALURU(14),GUMMALURU(012 ),RAVIGOPPU(0506142012061400),Salinity,01-04-20
ANDHRA PRADESH,WEST GODAVARI(05),K.KOTA(11),ANKALAMPADU(07),ANKALAMPADU(012 ),ANKALAMPADU(0507411012010700),Salinity,01-04-20
ANDHRA PRADESH,WEST GODAVARI(05),K.KOTA(11),K.S.RAMA VARAM(08),K.S.RAMA VARAM(013 ),JANGAM COLONY(0507411013050800),Salinity,01-04-20
ANDHRA PRADESH,KARIMNAGAR(20),SHANKARAPATNAM  (48),METPALLY(13),METPALLY(013 ),METPALLY(2025148013011300),Fluoride,01-04-20
ANDHRA PRADESH,KARIMNAGAR(20),SHANKARAPATNAM  (48),LINGAPUR(14),METPALLY(013 ),LINGAPUR(2025148013021400),Fluoride,01-04-20
ANDHRA PRADESH,KARIMNAGAR(20),SHANKARAPATNAM  (48),KOTHAGATTU(15),KOTHAGATTU(014 ),KOTHAGATTU(2025148014011500),Fluoride,01-04-20
ANDHRA PRADESH,KARIMNAGAR(20),SHANKARAPATNAM  (48),KOTHAGATTU(15),KOTHAGATTU(014 ),GOLLAPALLY(2025148014021500),Fluoride,01-04-20
ANDHRA PRADESH,KARIMNAGAR(20),SHANKARAPATNAM  (48),AMBALPUR(18),AMBALPUR(016 ),AMBALPUR(2025148016011800),Fluoride,01-04-20
ANDHRA PRADESH,KARIMNAGAR(20),KAMALAPUR  (50),KANNUR(02),KANNUR(002 ),KANNUR(2025250002010200),Fluoride,01-04-20
ANDHRA PRADESH,KARIMNAGAR(20),KAMALAPUR  (50),GUNDED(03),GUNDED(003 ),GUNDED(2025250003010300),Fluoride,01-04-20
ANDHRA PRADESH,KARIMNAGAR(20),KAMALAPUR  (50),SHANIGARAM(06),SHANIGARAM(006 ),SHANIGARAM(2025250006010600),Fluoride,01-04-20
ANDHRA PRADESH,KARIMNAGAR(20),KAMALAPUR  (50),GOPALPUR(07),SHANIGARAM(006 ),GOPALPUR(2025250006040700),Fluoride,01-04-20
ANDHRA PRADESH,KARIMNAGAR(20),KAMALAPUR  (50),DESHARAJUPALLE(12),DESHARAJUPALLI(010 ),DESHARAJUPALLE(2025150010011200),Fluoride,01-04-20
ANDHRA PRADESH,KARIMNAGAR(20),KOHEDA   (54),KOHEDA(08),KOHEDA(008 ),DHARMA SAGARPALLY(2025354008020800),Fluoride,01-04-20
ANDHRA PRADESH,KARIMNAGAR(20),HUSNABAD   (55),PANDILLA(02),PANDILLA(002 ),PANDILLA(2025355002010200),Fluoride,01-04-20
ANDHRA PRADESH,KARIMNAGAR(20),HUSNABAD   (55),MADATHA(07),MADATHA(005 ),RAMULAPALLI(2025355005030700),Fluoride,01-04-20
ANDHRA PRADESH,KARIMNAGAR(20),HUSNABAD   (55),UMMAPOOR(10),UMMAPOOR(008 ),UMMAPOOR(2025155008011000),Fluoride,01-04-20
ANDHRA PRADESH,KARIMNAGAR(20),HUSNABAD   (55),MERJAPOOR(12),MERJAPOOR(009 ),MERJAPOOR(2025155009011200),Fluoride,01-04-20
ANDHRA PRADESH,KARIMNAGAR(20),HUSNABAD   (55),JANAGAN(16),JANAGAN(012 ),GUBBADI(2025355012021600),Fluoride,01-04-20
ANDHRA PRADESH,KARIMNAGAR(20),HUSNABAD   (55),GOVARDHANAGIRI(18),REGONDA(013 ),PARIKI BANDA(2025355013031800),Fluoride,01-04-20
ANDHRA PRADESH,KARIMNAGAR(20),HUSNABAD   (55),DHRMARAM(19),DHRMARAM(014 ),DHRMARAM(2025355014011900),Fluoride,01-04-20
ANDHRA PRADESH,KARIMNAGAR(20),HUSNABAD   (55),NANDARAM(20),NANDARAM(015 ),KAPORNAYAK THADA(2025355015022000),Fluoride,01-04-20
ANDHRA PRADESH,KARIMNAGAR(20),HUSNABAD   (55),NANDARAM(20),NANDARAM(015 ),NANDARAM(2025355015012000),Fluoride,01-04-20
ANDHRA PRADESH,KARIMNAGAR(20),HUSNABAD   (55),GOURAVELLI(21),GOURAVELLI(016 ),GOURAVELLI(2025355016012100),Fluoride,01-04-20
ANDHRA PRADESH,KARIMNAGAR(20),HUSNABAD   (55),CHOUTAPALLY(24),CHOTAPALLI(018 ),CHOTAPALLI(2025155018012400),Fluoride,01-04-20
ANDHRA PRADESH,KARIMNAGAR(20),HUSNABAD   (55),MOTHKULAPALLI(27),MALLAMPALLI (020 ),RODATANDA-MANGANVANIPALLI(2025155020052700),Fluoride,01-04-20
ANDHRA PRADESH,KARIMNAGAR(20),HUSNABAD   (55),POTHATRAM-J(32),POTHATRAM-J(024),POTHATRAM-J(2025355024013200),Fluoride,01-04-20
ANDHRA PRADESH,KARIMNAGAR(20),HUSNABAD   (55),POTHATRAM-J(32),POTHATRAM-J(024),TURKAVANI KUNTA(2025355024023200),Fluoride,01-04-20
ANDHRA PRADESH,WARANGAL(21),NARMETTA (03),HANUMANTHAPUR(17),HANUMANTHAPUR(015 ),ANJI THANDA(2126103015031700),Fluoride,01-04-20
ANDHRA PRADESH,WARANGAL(21),NARSIMHULAPET (20),BHERISHETTIGUDEM(10),DATLA(010),SINGH THANDA(2126320010061000),Fluoride,01-04-20
ANDHRA PRADESH,WARANGAL(21),NARSIMHULAPET (20),BHERISHETTIGUDEM(10),DATLA(010),SOMLA THANDA(2126320010071000),Fluoride,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),LAVERU(06),PEDDAKOTHAPALLI(03),KANDIPETA(006 ),KALINGAPETA(0101706006040300),Fluoride,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),LAVERU(06),BUDATHAVALASA(20),NEELAPURAM(023 ),NEELAPURAM(0101706023012000),Fluoride,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),LAVERU(06),LOPENTA(25),LOPENTA(038 ),YATHAPETA(0101706038032500),Fluoride,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),ETCHERLA(08),THAMMINAIDUPETA(07),JARIPINAIDUPETA(007 ),BENDIVANIPETA(0101708007030700),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),PONDURU(09),THUNGAPETA(08),RAPAKA(009 ),THUNGAPETA(0101709009010800),Fluoride,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),BURJA(11),BURJA(08),BURJA(023 ),CHINKURIMPETA(0101511023020800),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),HIRAMANDALAM(16),MAHALAKSHMIPURAM(12),GODIAPADU(016 ),PUVULAKONDA(0100616016051200),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),SARUBUJJLI(17),VIJAYRAMPURAM(24),VIJAYRAMPURAM(057 ),KOTHAPETA(0101517057032400),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),SARUBUJJLI(17),PALAVALASA(35),CHINAVENKATAPURAM(087 ),CHINAVENKATAPURAM(0101517087013500),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),SRIKAKULAM(19),KALLEPALLI(27),KALLEPALLI(030 ),KALLEPALLI(0101619030012700),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),POLAKI(21),PIRUVADA(03),ODIPADU(020 ),GOVARAMMA PETA(0100521020020300),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),POLAKI(21),BELEMARA PALA VALASA(06),BELEMARA PALA VALASA(008 ),PALA VALASA(0100421008020600),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),POLAKI(21),BODDAM(07),BODDAM(009 ),MIRABELL PETA(0100421009020700),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),POLAKI(21),RAJA PURAM(13),RAJA PURAM(013 ),RAJA PURAM(0100421013011300),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),POLAKI(21),RAJA PURAM(13),RAJA PURAM(013 ),GULLEVEHI PETA(0100421013021300),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),POLAKI(21),DANDULAXMI PURAM(14),DANDULAXMI PURAM(014 ),JOGAM PETA(0100421014021400),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),POLAKI(21),KOTTA REVU(15),DANDULAXMI PURAM(014 ),KOTHA REVU(0100421014081500),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),POLAKI(21),KOTTA REVU(15),DANDULAXMI PURAM(014 ),SONDI PETA(0100421014091500),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),POLAKI(21),KOTTA REVU(15),DANDULAXMI PURAM(014 ),KOVIRI PETA(0100421014101500),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),POLAKI(21),KOTTA REVU(15),DANDULAXMI PURAM(014 ),PARAPATHI VANI PETA(0100421014131500),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),POLAKI(21),KUSUMPOLA VALASA(18),KUSUMPOLA VALASA(023 ),MUNASEB PETA(0100521023041801),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),POLAKI(21),POLAKI(26),POLAKI(034 ),RUNKU PETA(0100521034042600),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),POLAKI(21),POLAKI(26),POLAKI(034 ),JAGANNADHA PURAM(0100521034052600),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),POLAKI(21),PALLI PETA(27),POLAKI(034),PALLI PETA(0100521034082700),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),POLAKI(21),PALLI PETA(27),POLAKI(034),CHITHA PAN PETA(0100521034102700),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),POLAKI(21),PALLI PETA(27),POLAKI(034),METTA PETA(0100521034112700),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),NARASANNAPETA(22),YARABADU(23),YARABADU(034 ),YARABADU(0100522034012300),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),NARASANNAPETA(22),KOMARTHI(26),KOMARTHI(039 ),PASALAVANI PETA(0100522039022600),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),NARASANNAPETA(22),KOMARTHI(26),KOMARTHI(039 ),LAKIMEERA(0100522039042600),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),JALUMURU(23),NAGIRIKATAKAM(03),DOMAMAPALLI(004 ),DOMANAPALLI(0100523004010300),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),JALUMURU(23),TEKKALIPADU(39),TEKKALIPADU(052 ),TEKKALIPADU(0100523052013900),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),SARAVAKOTA(24),MAHASINGI(05),MAHASINGI(007 ),GATHALAPETA(0100624007060500),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),SARAVAKOTA(24),RAMAKRISHNAPURAM(21),RAMAKRUSHNA PURAM(028 ),RAMAKRISHNAPURAM(0100424028012100),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),SARAVAKOTA(24),KELAVALASA(25),KUMMARIGUNTA(034 ),KELAVALASA(0100524034022500),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),SARAVAKOTA(24),KELAVALASA(25),KUMMARIGUNTA(034 ),GOLLAPETA(0100524034062500),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),SARAVAKOTA(24),VENKATAPURAM(26),ANGURU(036 ),VENKATAPURAM(0100524036042600),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),SARAVAKOTA(24),ANGURU(27),ANGURU(036 ),ANGURU(0100524036012700),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),KOTABOMMALI(28),ELAMANCHILI(24),ELAMANCHILI(027 ),VENKANNAPETA(0100428027062400),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),SANTHABOMMALI(29),KOTAPADU(03),KOTAPADU(013 ),KOTAPADU(0100429013010300),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),SANTHABOMMALI(29),K.NOWPADA(05),KURMADHAPURAM(008 ),JAGANNADHAPURAM(0100329008030500),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),SANTHABOMMALI(29),MARRIPADU(06),MARRIPADU(009 ),MARRIPADU(0100329009010600),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),SANTHABOMMALI(29),MARRIPADU(06),MARRIPADU(009 ),CHINAMARRIPADU(0100329009030600),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),SANTHABOMMALI(29),BHAVANAPADU(07),BHAVANAPADU(010 ),REDDIKIPETA(0100329010020700),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),SANTHABOMMALI(29),BHAVANAPADU(07),BHAVANAPADU(010 ),VADAPETA(0100329010030700),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),SANTHABOMMALI(29),HANUMANTUNAIDU PETA(09),POTUNAIDU PETA(012 ),KESINAIDU PETA(0100329012030900),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),SANTHABOMMALI(29),DGPURAM(10),DGPURAM(014 ),DGPURAM(0100429014011000),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),SANTHABOMMALI(29),CHETLATANDRA(11),DGPURAM(014 ),SEETHARAMPURAM(0100429014021100),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),SANTHABOMMALI(29),SANTHA BOMMALI(14),SANTHA BOMMALI(017 ),JAGANNADHAPURAM(0100429017031400),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),SANTHABOMMALI(29),LINGUDU(17),RAJAGOPAL PURAM(020 ),RAJA PURAM(0100429020011700),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),SANTHABOMMALI(29),LINGUDU(17),RAJAGOPAL PURAM(020 ),R.SUNAPALLI(0100329020021700),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),SANTHABOMMALI(29),LINGUDU(17),RAJAGOPAL PURAM(020 ),M.SUNAPALLI(0100329020031700),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),SANTHABOMMALI(29),MOOLA PETA(18),RAJAGOPAL PURAM(020 ),MULA PETA(0100429020011800),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),SANTHABOMMALI(29),MOOLA PETA(18),SANDIPETA(021 ),SANDIPETA(0100329021011800),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),SANTHABOMMALI(29),MEGHAVARAM(19),MEGHAVARAM(022 ),PATHA MEGHAVARAM(0100429022021900),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),SANTHABOMMALI(29),MEGHAVARAM(19),MEGHAVARAM(022 ),YAMPALLIVANI PETA(0100429022041900),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),SANTHABOMMALI(29),MEGHAVARAM(19),MEGHAVARAM(022 ),CHIDAPANI PETA(0100429022061900),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),SANTHABOMMALI(29),MARUVADA(20),MARUVADA(023 ),M.MARUVADA(0100429023032000),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),SANTHABOMMALI(29),R.H. PURAM(30),R.H.PURAM(035 ),RUNKU(0100429035013000),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),SANTHABOMMALI(29),JAGANNADHAPURAM(31),R.H.PURAM(035 ),JAGANNADHAPURAM(0100429035023100),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),VAJRAPU KOTTURU(31),CHEEPURUPALLI(01),CHEEPURUPALLI(001 ),CHIPURU PALLI(0100331001010100),Salinity,01-04-20
ANDHRA PRADESH,SRIKAKULAM(01),KANCHILI(35),J.L.KOTA(20),J.L.KOTA(045 ),CHILAKALMETTA(0100135045082000),Salinity,01-04-20
ANDHRA PRADESH,VIZIANAGARAM(02),KURUPAM(03),NEELAKANTAPURAM(20),DHARMALAKSHMIPURAM(079 ),MAHENDRAPURAM(0200803079092000),Salinity,01-04-20
ANDHRA PRADESH,VIZIANAGARAM(02),SITANAGARAM(08),KASAPETA(20),KASAPETA(028 ),KASAPETA(0201108028012000),Salinity,01-04-20
ANDHRA PRADESH,VIZIANAGARAM(02),SITANAGARAM(08),R.VENKAMPETA(21),R.VENKAMPETA(029 ),R.VENKAMPETA(0201108029012100),Salinity,01-04-20
ANDHRA PRADESH,VIZIANAGARAM(02),SITANAGARAM(08),RAMAVARAM(30),RAMAVARAM(043 ),RAMAVARAM(0201108043013000),Salinity,01-04-20
ANDHRA PRADESH,VIZIANAGARAM(02),BOBBILI(10),SEETHAYYAPETA(04),SEETHAYYAPETA(005 ),SEETHAYYAPETA(0201110005010400),Salinity,01-04-20
ANDHRA PRADESH,VIZIANAGARAM(02),BOBBILI(10),KOMATIPALLI(07),KOMATIPALLI(008 ),KOMATPALLI(0201110008010700),Salinity,01-04-20
ANDHRA PRADESH,VIZIANAGARAM(02),BOBBILI(10),RAMUDUVALASA(12),RAMUDUVALASA(013 ),RAMUDUVALASA(0201110013011200),Salinity,01-04-20
ANDHRA PRADESH,VIZIANAGARAM(02),BOBBILI(10),KONDADEVUPALLI(14),KONDADEVUPALLI(015 ),KONDADEVUPALLI(0201110015011400),Salinity,01-04-20
ANDHRA PRADESH,VIZIANAGARAM(02),BOBBILI(10),KRISHNAPURAM(17),KRISHNAPURAM(019 ),KRISHNAPURAM(0201110019011700),Salinity,01-04-20
ANDHRA PRADESH,VIZIANAGARAM(02),BOBBILI(10),RANGARAYA PURAM(23),RANGARAYA PURAM(033 ),RANGARAYA PURAM(0201110033012300),Salinity,01-04-20
ANDHRA PRADESH,VIZIANAGARAM(02),BOBBILI(10),M.BOORJAVALASA(26),M.BOORJAVALASA(035 ),M.BOORJAVALASA(0201110035012600),Salinity,01-04-20
ANDHRA PRADESH,VIZIANAGARAM(02),BOBBILI(10),NARAYANAPPA VALASA(28),NARAYANAPPA VALASA(040 ),NARAYANAPPA VALASA(0201110040012800),Salinity,01-04-20
ANDHRA PRADESH,VIZIANAGARAM(02),SALURU(11),THONAM(07),THONAM (026),HANUMANTHUVALASA(0201011026160700),Salinity,01-04-20
ANDHRA PRADESH,VIZIANAGARAM(02),THERLAM(15),D.GADABAVALASA(31) ),D.GADABAVALASA(045 ),D.GADABAVALASA(0201215045013100),Salinity,01-04-20
ANDHRA PRADESH,VIZIANAGARAM(02),DATTIRAJERU(17),P.LINGALAVALASA(03),P.LINGALAVALASA(003 ),P.LINGALAVALASA(0201217003010300),Salinity,01-04-20
ANDHRA PRADESH,VIZIANAGARAM(02),MENTADA(18),JAYATHI(12),JAYATHI(019 ),CHAKIVALASA(0201918019021200),Salinity,01-04-20
ANDHRA PRADESH,VIZIANAGARAM(02),MENTADA(18),IPPALAVALASA(13),IPPALAVALASA(020 ),CHINTADAVALASA(0201918020021300),Salinity,01-04-20
ANDHRA PRADESH,VIZIANAGARAM(02),MENTADA(18),KANTUBUKTAVALASA(26),MENTADA(032 ),KANTUBUKTAVALASA(0201918032022600),Salinity,01-04-20
ANDHRA PRADESH,VIZIANAGARAM(02),MENTADA(18),GURLATHAMMIRAJUPETA(28),GURLATHAMMIRAJUPETA(036 ),GURLATHAMMIRAJUPETA(0201918036012800),Salinity,01-04-20
ANDHRA PRADESH,VIZIANAGARAM(02),MENTADA(18),GURLA(29),GURLATHAMMIRAJUPETA(036 ),GURLA(0201918036022900),Salinity,01-04-20
ANDHRA PRADESH,VIZIANAGARAM(02),GAJAPATINAGARAM(19),ZINNAM(24),ZINNAM(028 ),MALLUNAIDUPETA(0201919028032400),Salinity,01-04-20
ANDHRA PRADESH,VIZIANAGARAM(02),BONDAPALLI(20),DEVUPALLI(01),DEVUPALLI(001 ),KONDAVANIPALEM(0201920001040100),Salinity,01-04-20
ANDHRA PRADESH,VIZIANAGARAM(02),BONDAPALLI(20),RAINDRAM(05),RAINDRAM(006 ),RAINDRAM(0201920006010500),Salinity,01-04-20
ANDHRA PRADESH,VIZIANAGARAM(02),BONDAPALLI(20),VEDURUWADA(08),VEDURUWADA(010 ),GADABAPETA(0202120010020800),Salinity,01-04-20
ANDHRA PRADESH,VIZIANAGARAM(02),GURLA(21),DEVUNIKANAPAKA(03),DEVUNIKANAPAKA(003 ),INTIPETA(0201221003030300),Salinity,01-04-20
ANDHRA PRADESH,VIZIANAGARAM(02),GARIVIDI(22),KONDADADI(01),KONDADADI(001 ),KOTTVOORU(0201222001040100),Salinity,01-04-20
ANDHRA PRADESH,VIZIANAGARAM(02),GARIVIDI(22),VEDULLAVALASA(02),AVAGUDEM(003 ),AVAGUDEM(0201222003010200),Salinity,01-04-20
ANDHRA PRADESH,VIZIANAGARAM(02),GARIVIDI(22),MANDIRAVALASA(07) ),MANDIRAVALSA(014 ),MANDIRAVALSA(0201822014010700),Salinity,01-04-20
ANDHRA PRADESH,VIZIANAGARAM(02),CHEEPURUPALLI(23),KARLAM(06),KARLAM(013 ),MODUGULAPETA(0201823013030600),Salinity,01-04-20
ANDHRA PRADESH,VIZIANAGARAM(02),PUSAPATIREGA(25),ALLADAPALEM(03),ALLADIPALEM(005 ),ALLADIPALEM(0202225005010300),Salinity,01-04-20
ANDHRA PRADESH,VIZIANAGARAM(02),PUSAPATIREGA(25),CHOWDAVADA(14) ),CHOWDAVADA(020 ) ),KONATHALAPALEM(0202225020021400),Salinity,01-04-20
ANDHRA PRADESH,VIZIANAGARAM(02),PUSAPATIREGA(25),CHOWDAVADA(14) ),CHOWDAVADA(020 ) ),RESUPETA(0202225020031400),Salinity,01-04-20
ANDHRA PRADESH,VIZIANAGARAM(02),PUSAPATIREGA(25),CHINTAPALLI(15),CHINTAPALLI(022 ),GOLLAPETA(0202225022051500),Salinity,01-04-20
ANDHRA PRADESH,VIZIANAGARAM(02),PUSAPATIREGA(25),KOLLAYYAVALASA(24),KOLLAYYAVALASA(036 ),PULIGEDDA(0202225036022400),Salinity,01-04-20
