State_Name,District_Name,Block_Name,Panchayat_Name,Village_Name,Habitation_Name,Quality_Parameter,Year
ASSAM,BAKSHA,GORESWAR,MAHARIPARA,RAMSAJAR,KUHIR BASTI,Iron,01-04-11
ASSAM,BAKSHA,GORESWAR,MAHARIPARA,RAMSAJAR,HATIGHAT,Iron,01-04-11
ASSAM,BAKSHA,GORESWAR,MAHARIPARA,ROWMARI NO.1,MUSLIM SUBA,Iron,01-04-11
ASSAM,BAKSHA,GORESWAR,MAHARIPARA,BAKULGURI,BHALUK BASTI,Iron,01-04-11
ASSAM,BAKSHA,GORESWAR,MAHARIPARA,BAKULGURI,MADAR BASTI,Iron,01-04-11
ASSAM,BAKSHA,GORESWAR,MAHARIPARA,BAKULGURI,DIGHALI BASTI,Iron,01-04-11
ASSAM,BAKSHA,GORESWAR,MAHARIPARA,MAKUNDAPUR,MEMBER SUBA,Iron,01-04-11
ASSAM,BAKSHA,GORESWAR,MAHARIPARA,KARIPARA,BORO SUBA,Iron,01-04-11
ASSAM,BAKSHA,GORESWAR,MAHARIPARA,ROWMARI NO.3,ROWMARI NO.3 ( MUSLIM SUBA ),Iron,01-04-11
ASSAM,BAKSHA,GORESWAR,MAHARIPARA,ROWMARI NO.3,SARMA SUBA,Iron,01-04-11
ASSAM,BAKSHA,GORESWAR,RAMPUR,BETNA,BETNA,Iron,01-04-11
ASSAM,BAKSHA,GORESWAR,RAMPUR,BETNA,RAJA KHAT,Iron,01-04-11
ASSAM,BAKSHA,GORESWAR,RAMPUR,BETNA,DAMPUR,Iron,01-04-11
ASSAM,BAKSHA,GORESWAR,RAMPUR,BETNA,KOLBARI,Iron,01-04-11
ASSAM,BAKSHA,GORESWAR,RAMPUR,SINGIMARI,SINGIMARI,Iron,01-04-11
ASSAM,BAKSHA,GORESWAR,RAMPUR,KERPAVITA,KERPABHITHA ( DAKHIN ),Iron,01-04-11
ASSAM,BAKSHA,GORESWAR,RAMPUR,KERPAVITA,UTTAR SUBA,Iron,01-04-11
ASSAM,BAKSHA,GORESWAR,BORKACHULA- BHOGPUR,BALABARI,BALABARI,Iron,01-04-11
ASSAM,BAKSHA,GORESWAR,BORKACHULA- BHOGPUR,OUGURI,PADAPARA,Iron,01-04-11
ASSAM,BAKSHA,GORESWAR,BORKACHULA- BHOGPUR,HALONBARI,HALANGBARI,Iron,01-04-11
ASSAM,BAKSHA,GORESWAR,BORKACHULA- BHOGPUR,BORKASWALA,TONGA BARI,Iron,01-04-11
ASSAM,BAKSHA,GORESWAR,BORKACHULA- BHOGPUR,BHOGPUR,BHOGPUR,Iron,01-04-11
ASSAM,BAKSHA,GORESWAR,BORKACHULA- BHOGPUR,BHOGPUR,NALBARI SUBA,Iron,01-04-11
ASSAM,BAKSHA,GORESWAR,BORKACHULA- BHOGPUR,BHOGPUR,KHALIFA SUBA,Iron,01-04-11
ASSAM,BAKSHA,GORESWAR,BORKACHULA- BHOGPUR,BHOGPUR,MAHALDAR SUBA,Iron,01-04-11
ASSAM,BAKSHA,GORESWAR,BORKACHULA- BHOGPUR,BAGDOBA,NARAMARI,Iron,01-04-11
ASSAM,BAKSHA,GORESWAR,BORKACHULA- BHOGPUR,BAGDOBA,BEKAR GAON,Iron,01-04-11
ASSAM,BAKSHA,GORESWAR,SILKIJHAR,SILKIJAR,PASBARIA,Iron,01-04-11
ASSAM,BAKSHA,GORESWAR,SILKIJHAR,SILKIJAR,KOCH SUBA,Iron,01-04-11
ASSAM,BAKSHA,GORESWAR,SILKIJHAR,SILKIJAR,BORO SUBA,Iron,01-04-11
ASSAM,BAKSHA,GORESWAR,SILKIJHAR,SILKIJAR,BENGALI SUBA,Iron,01-04-11
ASSAM,BAKSHA,GORESWAR,SILKIJHAR,SILKIJAR,NARAMARI SUBA,Iron,01-04-11
ASSAM,BAKSHA,GORESWAR,SILKIJHAR,SILKIJAR,RAJAMATI,Iron,01-04-11
ASSAM,BAKSHA,GORESWAR,SILKIJHAR,SILKIJAR,KARARIA SUBA,Iron,01-04-11
ASSAM,BAKSHA,GORESWAR,SILKIJHAR,GOPCHAR,KENDUGURI SUBA,Iron,01-04-11
ASSAM,BAKSHA,GORESWAR,SILKIJHAR,GOPCHAR,BARAPARA,Iron,01-04-11
ASSAM,BAKSHA,GORESWAR,SILKIJHAR,DALANGDIA,DOLANGDIA,Iron,01-04-11
ASSAM,BAKSHA,GORESWAR,SILKIJHAR,DALANGDIA,KAKATI KHAT,Iron,01-04-11
ASSAM,BAKSHA,GORESWAR,SILKIJHAR,DALANGDIA,KOLBARI,Iron,01-04-11
ASSAM,BAKSHA,GORESWAR,GORESWAR,CHEUNI,PUB CHEWNI,Iron,01-04-11
ASSAM,BAKSHA,GORESWAR,GORESWAR,SARPHUTCHAKI,SARUPHULSOKI,Iron,01-04-11
ASSAM,BAKSHA,GORESWAR,GORESWAR,SARPHUTCHAKI,GADLA PARA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,ALUPATI MAJORCHAR,ALOPATI CHAR N.C,MANDALPARA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,ALUPATI MAJORCHAR,ALOPATI CHAR N.C,SARKAR PARA3,Iron,01-04-11
ASSAM,BARPETA,MANDIA,ALUPATI MAJORCHAR,ALOPATI CHAR N.C,KAZIPARA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,ALUPATI MAJORCHAR,ALOPATI CHAR N.C,PACHIMPARA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,ALUPATI MAJORCHAR,ALOPATI CHAR N.C,PHAKIRPAR,Iron,01-04-11
ASSAM,BARPETA,MANDIA,ALUPATI MAJORCHAR,MAJAR CHAR N.C,MADHYA SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,ALUPATI MAJORCHAR,MAJAR CHAR N.C,PUB MAZARCHAR,Iron,01-04-11
ASSAM,BARPETA,MANDIA,ALUPATI MAJORCHAR,MAJAR CHAR N.C,KHARIA MARI,Iron,01-04-11
ASSAM,BARPETA,MANDIA,ALUPATI MAJORCHAR,MAJAR CHAR N.C,PACHIM MAZAR CHAR,Iron,01-04-11
ASSAM,BARPETA,MANDIA,ALUPATI MAJORCHAR,MAJAR CHAR N.C,HAZIPARA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,ALUPATI MAJORCHAR,MAJAR CHAR N.C,PAHARPAR,Iron,01-04-11
ASSAM,BARPETA,MANDIA,ALUPATI MAJORCHAR,NICHANIR CHAR N.C,PUB SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,ALUPATI MAJORCHAR,NICHANIR CHAR N.C,MADHYA SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,ALUPATI MAJORCHAR,NICHANIR CHAR N.C,UTTAR SUBA,Arsenic,01-04-11
ASSAM,BARPETA,MANDIA,ALUPATI MAJORCHAR,NICHANIR CHAR N.C,PACHIM SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,BAGHMARA CHAR,1 NO BAGHMARA N.C,1 NO BAGHMARA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,BAGHMARA CHAR,1 NO BAGHMARA N.C,NAYAR CHAR,Iron,01-04-11
ASSAM,BARPETA,MANDIA,BAGHMARA CHAR,2 NO BAGHMARA N.C,2 NO BAGHMARA CHAR,Iron,01-04-11
ASSAM,BARPETA,MANDIA,BAGHMARA CHAR,4 NO BAGHMARA,4 NO BAGHMARA N.C,Arsenic,01-04-11
ASSAM,BARPETA,MANDIA,BAMUNDONGRA,BAKSHA BADHA,UTTAR DAKHIN SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,BAMUNDONGRA,PAHARPUR KATULI,UTTAR SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,BAMUNDONGRA,PAHARPUR KATULI,PUB SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,BAMUNDONGRA,PAHARPUR KATULI,MADHYA SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,BAMUNDONGRA,HABI DONGRA,UTTAR SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,BAMUNDONGRA,HABI DONGRA,PACHIM SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,BAMUNDONGRA,PAM DONGRA,UTTAR SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,BAMUNDONGRA,PAM DONGRA,DAKHIN SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,BAMUNDONGRA,PAM DONGRA,PUB SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,BAMUNDONGRA,PAM DONGRA,PACHIM SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,BAMUNDONGRA,PAM DONGRA,MADHYA SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,BAMUNDONGRA,BAMUN DONGRA,PACHIM SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,BAMUNDONGRA,BAMUN DONGRA,DAKHIN SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,BAMUNDONGRA,BAMUN DONGRA,MADHYA SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,BHATKUCHI,PATHLIKUCHI PATHAR,UTTAR SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,BHATKUCHI,PATHLIKUCHI PATHAR,DAKHIN SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,BHATKUCHI,BHATKUCHI,UTTAR SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,BHATKUCHI,BHATKUCHI,MADHYA SUBA 1 NO,Iron,01-04-11
ASSAM,BARPETA,MANDIA,BHATKUCHI,BHATKUCHI,MADHYA SUBA 2 NO,Iron,01-04-11
ASSAM,BARPETA,MANDIA,BHATKUCHI,KOPOHA,KOPOHA DAKHIN SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,BHATKUCHI,KOPOHA,UTTAR SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,BHATKUCHI,KOPOHA,PUB SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,CHATALA,CHATALA GAON,UTTAR SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,CHATALA,CHATALA GAON,MADHYA SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,CHATALA,CHATALA GAON,DAKHIN SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,CHATALA,PATHAR CHALI,DAKHIN SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,CHATALA,PATHAR CHALI,PUB SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,CHATALA,PHULORA N.C,DAKHIN SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,DIGIRPAM,DIGIR PATHAR,UTTAR SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,DIGIRPAM,DIGIR PATHAR,DAKHIN SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,DIGIRPAM,TEDHARA GAON,PACHIM SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,DIGIRPAM,TEDHARA GAON,PUB SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,DIGIRPAM,TEDHARA GAON,DAKHIN SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,DIGIRPAM,TEDHARA GAON,MADHYA SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,DIGIRPAM,TEDHARA PATHAR,DAKHIN SUBA,Arsenic,01-04-11
ASSAM,BARPETA,MANDIA,DIGIRPAM,TEDHARA PATHAR,PUB SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,DIGIRPAM,TEDHARA PATHAR,MADHYA SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,DIGIRPAM,DIGIR PAR,DAKHIN SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,DIGIRPAM,DIGIR PAR,UTTAR SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,DIGIRPAM,DIGIR PAM,UTTAR SUBA,Arsenic,01-04-11
ASSAM,BARPETA,MANDIA,DIGIRPAM,DIGIR PAM,DAKHIN SUBA,Arsenic,01-04-11
ASSAM,BARPETA,MANDIA,DIGIRPAM,DIGIR PAM,PUB SUBA,Arsenic,01-04-11
ASSAM,BARPETA,MANDIA,DIGIRPAM,DIGIR PAM,PACHIM SUBA,Arsenic,01-04-11
ASSAM,BARPETA,MANDIA,DIGIRPAM,LAHARA PARA,UTTAR SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,DIGIRPAM,LAHARA PARA,DAKHIN SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,GAJIA MEDHIRTARY,BHOGRANDHA,UTTAR SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,GAJIA MEDHIRTARY,BHOGRANDHA,DAKHIN SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,GAJIA MEDHIRTARY,RANGA PANI,PUB SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,GAJIA MEDHIRTARY,GAJIA,MAIDHYA SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,GAJIA MEDHIRTARY,GAJIA,PACHIM SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,JANIA,BANGLI PARA,UTTAR SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,JANIA,SALEKURA,MADHYA SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,JANIA,SALEKURA,UTTAR SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,JANIA,SALEKURA,PUB SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,JANIA,SALEKURA,PACHIM SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,JOYPUR SIKARTARY,KISMAT MOINBARI,KISMOTMOINBORI N.C,Iron,01-04-11
ASSAM,BARPETA,MANDIA,JOYPUR SIKARTARY,KISMOTMOINBORI 2,KISMOTMOINBORI 2,Iron,01-04-11
ASSAM,BARPETA,MANDIA,JOYPUR SIKARTARY,KISMOTMOINBORI 2,UTTAR SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,JOYPUR SIKARTARY,DHAKALIA PARA,DHAKALIAPARA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,JOYPUR SIKARTARY,SIKIRTARY PATHER,PUB SUBA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,JOYPUR SIKARTARY,JOYPUR GAON,JOYPUR,Iron,01-04-11
ASSAM,BARPETA,MANDIA,JOYPUR SIKARTARY,SIKARTARI PATHAR,UTTAR PARA,Iron,01-04-11
ASSAM,BARPETA,MANDIA,JOYPUR SIKARTARY,JOYPUR PATHAR,JOYPUR PATHAR,Iron,01-04-11
ASSAM,BARPETA,MANDIA,KADAMTOLA,SAISIMANA N.C,MAIDHYA SUBA,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,GONDHAKOROI,CHUKIA PATHAR,SCHOOL CHUK,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,GONDHAKOROI,CHUKIA PATHAR,TANTI CHUK,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PUB-BARPATHAR,BASAPATHAR,BORPOTHAR GAON CHUK,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PUB-BARPATHAR,BASAPATHAR,BORDOLOI CHUK,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PUB-BARPATHAR,BASAPATHAR,ADARSA CHUK,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PUB-BARPATHAR,BASAPATHAR,ITABHATA CHUK,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PUB-BARPATHAR,BASAPATHAR,CHAH-JANAJATI CHUK,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PUB-BARPATHAR,HAZARI GAON,MURAH CHUK,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PUB-BARPATHAR,LENGTHA,JUWAI CHUK,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PUB-BARPATHAR,JALJORI,JALJORI CHUK,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PUB-BARPATHAR,JALJORI,MURAH CHUK,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PUB-BARPATHAR,JALJORI,BORUAH CHUK,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PUB-BARPATHAR,BARA MUKHIA,BAROMOKHOIA BAYAN CHUK,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PUB-BARPATHAR,BARA MUKHIA,HAZARIKA CHUK,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PUB-BARPATHAR,PABHOJAN GAON,PABHAJAN CHUK,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PUB-BARPATHAR,PABHOJAN GAON,BAMUN CHUK,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PUB-BARPATHAR,BORCHAPORI,PHUKON CHUK,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PUB-BARPATHAR,CHAKALI PATHAR,NEPALI CHUK,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PUB-BARPATHAR,DA-PATHAR,BAHADUR CHUK,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PUB-BARPATHAR,DA-PATHAR,BORUAH CHUK,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,CHUNGAJAN  MAJGAON,SANTIPUR NO.2,SANTIPUR NO. 2,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,CHUNGAJAN  MAJGAON,SANTIPUR NO.3,SANTIPUR NO. 3,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,CHUNGAJAN  MAJGAON,SANTIPUR NO.4,SANTIPUR NO. 4,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,CHUNGAJAN  MAJGAON,DA-GAON NO.1,DA-GAON NO. 1,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PUB-SARUPATHAR,JORDOLONG NO.1,JORDOLONG NO. 1,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PUB-SARUPATHAR,DA-PATHAR,DA-PATHAR,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PUB-SARUPATHAR,DA-PATHAR,GAON BURHA CHUK,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PUB-SARUPATHAR,DA-PATHAR,KONWAR CHUK,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PUB-SARUPATHAR,OWABARI,DHIDANG CHAPORI,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PUB-SARUPATHAR,OWABARI,DA-CHUK,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PUB-SARUPATHAR,SANKARPUR,MANGA CHUK,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PUB-SARUPATHAR,DOYALPUR,DOYALPUR,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PUB-SARUPATHAR,LAKHIMI PATHAR,LAKHIMIPATHAR,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PUB-SARUPATHAR,JANJURI,NACHANIPARA,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PUB-SARUPATHAR,DHAROMPUR,DHARAMPUR,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PUB-SARUPATHAR,RAJAPUKHURI NO.1,RAJAPUKHURI NO. 1,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PUB-SARUPATHAR,GELAJAN,JAN PARIA CHUK,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PUB-SARUPATHAR,HARIPUR,HARI PUR,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PACHIM- SARUPATHAR,NAGA JURI,NAGAJORI,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PACHIM- SARUPATHAR,NAGA JURI,DHANSIRI PAR TINIALI,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PACHIM- SARUPATHAR,NAGA JURI,DA-CHUK,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PACHIM- SARUPATHAR,NAGA JURI,PADUM CHUK,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PACHIM- SARUPATHAR,NAGA JURI,JAKAI CHUK,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PACHIM- SARUPATHAR,NAGA JURI,MAJULI CHUK,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PACHIM- SARUPATHAR,KHONIKOR,KHANIKAR,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PACHIM- SARUPATHAR,KHONIKOR,HOLIA CHUK,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PACHIM- SARUPATHAR,KHONIKOR,GOLAGHOTIA CHUK,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PACHIM- SARUPATHAR,KHONIKOR,GORHBOSTI,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PACHIM- SARUPATHAR,PADUMONI NO. 1,KERKETA CHUK,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PACHIM- SARUPATHAR,PADUMONI NO. 1,DHANSIRIPAR CHUK,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PACHIM- SARUPATHAR,PADUMONI NO. 1,MAZI CHUK,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PACHIM- SARUPATHAR,PADUMONI NO. 1,GAON BURAH CHUK,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PACHIM- SARUPATHAR,PADUMONI NO. 2,BIHARI CHUK,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PACHIM- SARUPATHAR,PADUMONI NO. 2,BENGALI CHUK,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PACHIM- SARUPATHAR,PADUMONI NO. 2,GAON BURAH CHUK,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PACHIM- SARUPATHAR,PADUMONI NO. 2,GHATOWAR CHUK,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PACHIM- SARUPATHAR,NO.1 PARGHAT,PARGHAT NO. 1,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PACHIM- SARUPATHAR,NO.1 PARGHAT,DEKA CHUK,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PACHIM- SARUPATHAR,NO.2 PARGHAT,PARGHAT NO.2,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PACHIM-NAOJAN,NAOJAN GAON,NAOJAN GAON,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,MADHYAMPUR,NO. 3 RAJAPUKHURI,NO. 3 RAJAPUKHURI,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,MADHYAMPUR,MILONPUR,MILANPUR,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,MADHYAMPUR,MADHYEMPUR,MADHYAMPUR,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,MADHYAMPUR,GONESHPUR,GONESHPUR,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,MADHYAMPUR,MANIKPUR,MANIKPUR,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,MADHYAMPUR,JOIPUR,JOYPUR,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,MADHYAMPUR,NO. 1 SALUK PATHAR,NO. 1 SALUKAPATHAR,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,MADHYAMPUR,NO. 2 SALUK PATHAR,NO. 2 SALUK PATHAR,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,RATANPUR,ABHONG PATHAR,ABHONG CHARIALI CHUK,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,RATANPUR,ABHONG PATHAR,BAHADUR CHUK,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,RATANPUR,ABHONG PATHAR,PRAYEL CHUK,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,RATANPUR,ABHONG PATHAR,KARKI CHUK,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,RATANPUR,JORHOTIA,NATUN JORHOTIA CHUK,Iron,01-04-11
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,RATANPUR,JORHOTIA,BOGORIJENG CHUK,Iron,01-04-11
ASSAM,NAGAON,JURIA,MAHGURI,DIGHALIATI GAON,DIGHALI ATI,Iron,01-04-11
ASSAM,NAGAON,JURIA,MAHGURI,DIGHALIATI GAON,BARPAM,Iron,01-04-11
ASSAM,NAGAON,JURIA,MAHGURI,DIGHALIATI GAON,TRIBEL BASTI,Iron,01-04-11
ASSAM,NAGAON,JURIA,MAHGURI,UDMARI,UDMARI,Iron,01-04-11
ASSAM,NAGAON,JURIA,MAHGURI,UDMARI,BALU KATIA,Iron,01-04-11
ASSAM,NAGAON,JURIA,MAHGURI,UDMARI,RESERVE PARA,Iron,01-04-11
ASSAM,NAGAON,JURIA,MAHGURI,UDMARI,UDMARI TRIBEL BASTI,Iron,01-04-11
ASSAM,NAGAON,JURIA,MAHGURI,UDMARI,ALONG JURI,Iron,01-04-11
ASSAM,NAGAON,JURIA,SINGIA,SINGIA GAON,AGRICULTURE AREA,Iron,01-04-11
ASSAM,NAGAON,JURIA,SINGIA,TELIA  PATHAR,TELIA  BEBEJIA PATHER,Iron,01-04-11
ASSAM,NAGAON,JURIA,SINGIA,FAKALI PATHAR,NABILA BASTI,Iron,01-04-11
ASSAM,NAGAON,JURIA,TINSUKIA,TINSUKIA,TINSUKIA,Iron,01-04-11
ASSAM,NAGAON,JURIA,TINSUKIA,TINSUKIA,PACHIM TINSUKIA,Iron,01-04-11
ASSAM,NAGAON,JURIA,TINSUKIA,TINSUKIA,MIDDLE TINSUKIA,Iron,01-04-11
ASSAM,NAGAON,JURIA,TINSUKIA,TINSUKIA,MUNCHI PARA,Iron,01-04-11
ASSAM,NAGAON,JURIA,TINSUKIA,TINSUKIA,BILLPAR,Iron,01-04-11
ASSAM,NAGAON,JURIA,TINSUKIA,DALANI JURIA,UTTER DOLONI JURIA,Iron,01-04-11
ASSAM,NAGAON,JURIA,TINSUKIA,DALANI JURIA,PUB DOLONI JURIA,Iron,01-04-11
ASSAM,NAGAON,JURIA,CHATIAN,CHATIAN,CHATIAN,Iron,01-04-11
ASSAM,NAGAON,JURIA,CHATIAN,CHATIAN,JANPAR,Iron,01-04-11
ASSAM,NAGAON,JURIA,CHATIAN,CHATIAN,MADHYA CHATIAN,Iron,01-04-11
